side	keyword	normalized_keyword	entity_id	display_name	matched_field	matched_text	match_method
source	vocal	vocal	ENT_68B645252A79B3726576	Unilateral vocal fold paralysis	aliases	Unilateral vocal fold paralysis	normalized_substring
source	vocal	vocal	ENT_68B645252A79B3726576	Unilateral vocal fold paralysis	aliases	unilateral vocal fold paralysis	normalized_substring
source	vocal	vocal	ENT_68B645252A79B3726576	Unilateral vocal fold paralysis	display_name	Unilateral vocal fold paralysis	normalized_substring
source	acoustic	acoustic	ENT_690FEE40769A93D91584	Acoustic-only models	aliases	Acoustic-only models	normalized_substring
source	acoustic	acoustic	ENT_690FEE40769A93D91584	Acoustic-only models	display_name	Acoustic-only models	normalized_substring
source	voice	voice	ENT_6942ACEF9E95596D7FFC	oesophageal voice	aliases	oesophageal voice	normalized_substring
source	voice	voice	ENT_6942ACEF9E95596D7FFC	oesophageal voice	display_name	oesophageal voice	normalized_substring
source	vocal	vocal	ENT_69EEC3832575B327AB98	vocal fold mobility	aliases	vocal fold mobility	normalized_substring
source	vocal	vocal	ENT_69EEC3832575B327AB98	vocal fold mobility	display_name	vocal fold mobility	normalized_substring
source	voice	voice	ENT_6A51807F195398080301	functional voice disturbances	aliases	functional voice disturbances	normalized_substring
source	voice	voice	ENT_6A51807F195398080301	functional voice disturbances	display_name	functional voice disturbances	normalized_substring
source	voice	voice	ENT_6AD3C6358B7EE97666C3	Structural organic voice disorders	aliases	Structural organic voice disorders	normalized_substring
source	voice	voice	ENT_6AD3C6358B7EE97666C3	Structural organic voice disorders	display_name	Structural organic voice disorders	normalized_substring
source	vocal	vocal	ENT_6B0C23A45E0EB4BF8829	vocal disorders	aliases	vocal disorders	normalized_substring
source	vocal	vocal	ENT_6B0C23A45E0EB4BF8829	vocal disorders	display_name	vocal disorders	normalized_substring
source	voice	voice	ENT_6B5AED8EFB530FE981E3	occupations where they used their voices frequently	aliases	occupations where they used their voices frequently	normalized_substring
source	voice	voice	ENT_6B5AED8EFB530FE981E3	occupations where they used their voices frequently	display_name	occupations where they used their voices frequently	normalized_substring
source	dysphonia	dysphonia	ENT_6B62534F05AD42C833F4	asthmatics with dysphonia	aliases	asthmatics with dysphonia	normalized_substring
source	dysphonia	dysphonia	ENT_6B62534F05AD42C833F4	asthmatics with dysphonia	display_name	asthmatics with dysphonia	normalized_substring
source	voice	voice	ENT_6B913EA703A9F981CB03	violation of sonority of a voice	aliases	violation of sonority of a voice	normalized_substring
source	voice	voice	ENT_6B913EA703A9F981CB03	violation of sonority of a voice	display_name	violation of sonority of a voice	normalized_substring
source	acoustic	acoustic	ENT_6BAE71B9A83BA0305F34	electric and acoustic stimulation (EAS) with intact hearing in the implanted ear	aliases	electric and acoustic stimulation (EAS) with intact hearing in the implanted ear	normalized_substring
source	acoustic	acoustic	ENT_6BAE71B9A83BA0305F34	electric and acoustic stimulation (EAS) with intact hearing in the implanted ear	display_name	electric and acoustic stimulation (EAS) with intact hearing in the implanted ear	normalized_substring
source	voice	voice	ENT_6BD7B0F922BA8FCF5B40	organic voice disorders	aliases	Organic voice disorders	normalized_substring
source	voice	voice	ENT_6BD7B0F922BA8FCF5B40	organic voice disorders	aliases	organic voice disorders	normalized_substring
source	voice	voice	ENT_6BD7B0F922BA8FCF5B40	organic voice disorders	display_name	organic voice disorders	normalized_substring
source	vocal	vocal	ENT_6BFE1B0E544A7D3395AA	traumatic vocal folds scar	aliases	traumatic vocal folds scar	normalized_substring
source	vocal	vocal	ENT_6BFE1B0E544A7D3395AA	traumatic vocal folds scar	display_name	traumatic vocal folds scar	normalized_substring
source	voice	voice	ENT_6C0A8F1D2152C8776A39	voice changes	aliases	voice changes	normalized_substring
source	voice	voice	ENT_6C0A8F1D2152C8776A39	voice changes	display_name	voice changes	normalized_substring
source	voice	voice	ENT_6C0C77B33BD2691D29AF	voice prosthesis replacement	aliases	voice prosthesis replacement	normalized_substring
source	voice	voice	ENT_6C0C77B33BD2691D29AF	voice prosthesis replacement	display_name	voice prosthesis replacement	normalized_substring
source	voice	voice	ENT_6C46AC170B286A229B0C	hypernasal voice	aliases	hypernasal voice	normalized_substring
source	voice	voice	ENT_6C46AC170B286A229B0C	hypernasal voice	display_name	hypernasal voice	normalized_substring
source	acoustic	acoustic	ENT_6C7033BAB5A9988E681B	variable acoustic voice and speech changes	aliases	variable acoustic voice and speech changes	normalized_substring
source	acoustic	acoustic	ENT_6C7033BAB5A9988E681B	variable acoustic voice and speech changes	display_name	variable acoustic voice and speech changes	normalized_substring
source	voice	voice	ENT_6C7033BAB5A9988E681B	variable acoustic voice and speech changes	aliases	variable acoustic voice and speech changes	normalized_substring
source	voice	voice	ENT_6C7033BAB5A9988E681B	variable acoustic voice and speech changes	display_name	variable acoustic voice and speech changes	normalized_substring
source	vocal	vocal	ENT_6C951BB974498EDC25F5	vocal fold vibration	aliases	vocal fold vibration	normalized_substring
source	vocal	vocal	ENT_6C951BB974498EDC25F5	vocal fold vibration	display_name	vocal fold vibration	normalized_substring
source	voice	voice	ENT_6CF5848AB3211A576875	normal voice function	aliases	normal voice function	normalized_substring
source	voice	voice	ENT_6CF5848AB3211A576875	normal voice function	display_name	normal voice function	normalized_substring
source	voice	voice	ENT_6D8F704D478B2ECD5F79	loudness of voice	aliases	loudness of voice	normalized_substring
source	voice	voice	ENT_6D8F704D478B2ECD5F79	loudness of voice	display_name	loudness of voice	normalized_substring
source	dysarthria	dysarthria	ENT_6E0597443AD6E21DABB9	dysarthria	aliases	dysarthria	normalized_substring
source	dysarthria	dysarthria	ENT_6E0597443AD6E21DABB9	dysarthria	display_name	dysarthria	normalized_substring
source	vocal	vocal	ENT_6E0A8E2CBE57E7C81B13	irregular shape of the vocal folds	aliases	irregular shape of the vocal folds	normalized_substring
source	vocal	vocal	ENT_6E0A8E2CBE57E7C81B13	irregular shape of the vocal folds	display_name	irregular shape of the vocal folds	normalized_substring
source	sound	sound	ENT_6E63922C4CF8663CE273	color doppler ultrasound examination	aliases	color doppler ultrasound examination	normalized_substring
source	sound	sound	ENT_6E63922C4CF8663CE273	color doppler ultrasound examination	display_name	color doppler ultrasound examination	normalized_substring
source	sound	sound	ENT_6E86409E89C25CF79899	sound quality of the voice	aliases	sound quality of the voice	normalized_substring
source	sound	sound	ENT_6E86409E89C25CF79899	sound quality of the voice	display_name	sound quality of the voice	normalized_substring
source	voice	voice	ENT_6E86409E89C25CF79899	sound quality of the voice	aliases	sound quality of the voice	normalized_substring
source	voice	voice	ENT_6E86409E89C25CF79899	sound quality of the voice	display_name	sound quality of the voice	normalized_substring
source	voice	voice	ENT_6F8B1E0651D59B6111EC	proprioceptive symptoms related to the voice use	aliases	proprioceptive symptoms related to the voice use	normalized_substring
source	voice	voice	ENT_6F8B1E0651D59B6111EC	proprioceptive symptoms related to the voice use	display_name	proprioceptive symptoms related to the voice use	normalized_substring
source	vocal	vocal	ENT_6FA0BCCF7EBC0B4AD737	vocal pitch	aliases	vocal pitch	normalized_substring
source	vocal	vocal	ENT_6FA0BCCF7EBC0B4AD737	vocal pitch	display_name	vocal pitch	normalized_substring
source	voice	voice	ENT_6FE22FC6EADA8C66AA07	voice analysis	aliases	Voice analysis	normalized_substring
source	voice	voice	ENT_6FE22FC6EADA8C66AA07	voice analysis	aliases	voice analysis	normalized_substring
source	voice	voice	ENT_6FE22FC6EADA8C66AA07	voice analysis	display_name	voice analysis	normalized_substring
source	voice	voice	ENT_7043B1C32A22A5ACBD34	pathological voices	aliases	pathological voices	normalized_substring
source	voice	voice	ENT_7043B1C32A22A5ACBD34	pathological voices	display_name	pathological voices	normalized_substring
source	voice	voice	ENT_704B8A70F3BF8E5CA87D	voice hoarseness	aliases	voice hoarseness	normalized_substring
source	voice	voice	ENT_704B8A70F3BF8E5CA87D	voice hoarseness	display_name	voice hoarseness	normalized_substring
source	voice	voice	ENT_7055AF2C1C0EBC7E35DE	voice with specific pattern	aliases	voice with specific pattern	normalized_substring
source	voice	voice	ENT_7055AF2C1C0EBC7E35DE	voice with specific pattern	display_name	voice with specific pattern	normalized_substring
source	voice	voice	ENT_7084EBA79CBECD452122	preservation of voice	aliases	preservation of voice	normalized_substring
source	voice	voice	ENT_7084EBA79CBECD452122	preservation of voice	display_name	preservation of voice	normalized_substring
source	sound	sound	ENT_70D4282AC3BEAC8F9603	application of low intensity pulsed ultrasound after an injection of adipose tissue-derived stem cells	aliases	application of low intensity pulsed ultrasound after an injection of adipose tissue-derived stem cells	normalized_substring
source	sound	sound	ENT_70D4282AC3BEAC8F9603	application of low intensity pulsed ultrasound after an injection of adipose tissue-derived stem cells	display_name	application of low intensity pulsed ultrasound after an injection of adipose tissue-derived stem cells	normalized_substring
source	voice	voice	ENT_71591E65B395AAAB3221	slightly weaker voices with more variation	aliases	slightly weaker voices with more variation	normalized_substring
source	voice	voice	ENT_71591E65B395AAAB3221	slightly weaker voices with more variation	display_name	slightly weaker voices with more variation	normalized_substring
source	voice	voice	ENT_728392F6E22D9380CAE9	proper artistic voice exercises	aliases	proper artistic voice exercises	normalized_substring
source	voice	voice	ENT_728392F6E22D9380CAE9	proper artistic voice exercises	display_name	proper artistic voice exercises	normalized_substring
source	vocal	vocal	ENT_729595B64402FB18EA63	right vocal cord paralysis	aliases	right vocal cord paralysis	normalized_substring
source	vocal	vocal	ENT_729595B64402FB18EA63	right vocal cord paralysis	display_name	right vocal cord paralysis	normalized_substring
source	vocal	vocal	ENT_73640E4E68AAE440B54E	sudden onset of hoarseness during or immediately after intense vocal use	aliases	sudden onset of hoarseness during or immediately after intense vocal use	normalized_substring
source	vocal	vocal	ENT_73640E4E68AAE440B54E	sudden onset of hoarseness during or immediately after intense vocal use	display_name	sudden onset of hoarseness during or immediately after intense vocal use	normalized_substring
source	voice	voice	ENT_73BD3EABFCFF49DE1C58	voice deepening	aliases	voice deepening	normalized_substring
source	voice	voice	ENT_73BD3EABFCFF49DE1C58	voice deepening	display_name	voice deepening	normalized_substring
source	vocal	vocal	ENT_73E0F93D16A6A950D76A	vocal therapy associated with electromyographic biofeedback	aliases	vocal therapy associated with electromyographic biofeedback	normalized_substring
source	vocal	vocal	ENT_73E0F93D16A6A950D76A	vocal therapy associated with electromyographic biofeedback	display_name	vocal therapy associated with electromyographic biofeedback	normalized_substring
source	dysarthria	dysarthria	ENT_7462820723C627237968	type of dysarthria	aliases	type of dysarthria	normalized_substring
source	dysarthria	dysarthria	ENT_7462820723C627237968	type of dysarthria	display_name	type of dysarthria	normalized_substring
source	vocal	vocal	ENT_7464C95835A31D6FA752	autologous transplantation of fascia into the vocal fold	aliases	autologous transplantation of fascia into the vocal fold	normalized_substring
source	vocal	vocal	ENT_7464C95835A31D6FA752	autologous transplantation of fascia into the vocal fold	display_name	autologous transplantation of fascia into the vocal fold	normalized_substring
source	acoustic	acoustic	ENT_751D51401ABA914EA51B	acoustic function	aliases	acoustic function	normalized_substring
source	acoustic	acoustic	ENT_751D51401ABA914EA51B	acoustic function	display_name	acoustic function	normalized_substring
source	vocal	vocal	ENT_7533FA0E3ED00F873B9A	vocal warm-up exercises	aliases	vocal warm-up exercises	normalized_substring
source	vocal	vocal	ENT_7533FA0E3ED00F873B9A	vocal warm-up exercises	display_name	vocal warm-up exercises	normalized_substring
source	vocal	vocal	ENT_754E7D785B5F9789E795	vocal masses	aliases	vocal masses	normalized_substring
source	vocal	vocal	ENT_754E7D785B5F9789E795	vocal masses	display_name	vocal masses	normalized_substring
source	vocal	vocal	ENT_75659845BBB36AD44B8C	vocal fold edema	aliases	vocal fold edema	normalized_substring
source	vocal	vocal	ENT_75659845BBB36AD44B8C	vocal fold edema	display_name	vocal fold edema	normalized_substring
source	vocal	vocal	ENT_75D79C56A31865291FCF	vocal cord polyp	aliases	vocal cord polyp	normalized_substring
source	vocal	vocal	ENT_75D79C56A31865291FCF	vocal cord polyp	display_name	vocal cord polyp	normalized_substring
source	voice	voice	ENT_76594A18C7CDC9472A23	combined presentation of one's own face and voice	aliases	combined presentation of one's own face and voice	normalized_substring
source	voice	voice	ENT_76594A18C7CDC9472A23	combined presentation of one's own face and voice	display_name	combined presentation of one's own face and voice	normalized_substring
source	voice	voice	ENT_76A2D0085E9451032059	voice sharing	aliases	voice sharing	normalized_substring
source	voice	voice	ENT_76A2D0085E9451032059	voice sharing	display_name	voice sharing	normalized_substring
source	sound	sound	ENT_76B0EBB9423C6AD4CC1B	Color Doppler ultrasound renal blood flow parameter	aliases	Color Doppler ultrasound renal blood flow parameter	normalized_substring
source	sound	sound	ENT_76B0EBB9423C6AD4CC1B	Color Doppler ultrasound renal blood flow parameter	display_name	Color Doppler ultrasound renal blood flow parameter	normalized_substring
source	voice	voice	ENT_76D689335B481C106FF3	voice abuse	aliases	Voice abuse	normalized_substring
source	voice	voice	ENT_76D689335B481C106FF3	voice abuse	aliases	voice abuse	normalized_substring
source	voice	voice	ENT_76D689335B481C106FF3	voice abuse	display_name	voice abuse	normalized_substring
source	vocal	vocal	ENT_7762080E7483E0E2CC42	vocal function	aliases	vocal function	normalized_substring
source	vocal	vocal	ENT_7762080E7483E0E2CC42	vocal function	display_name	vocal function	normalized_substring
source	acoustic	acoustic	ENT_77633BE60EFC347C0DB7	The values of those acoustic parameters	aliases	The values of those acoustic parameters	normalized_substring
source	acoustic	acoustic	ENT_77633BE60EFC347C0DB7	The values of those acoustic parameters	display_name	The values of those acoustic parameters	normalized_substring
source	voice	voice	ENT_780CC088D3DBDA956B97	Not a random relation between glucose and a set of voice features	aliases	Not a random relation between glucose and a set of voice features	normalized_substring
source	voice	voice	ENT_780CC088D3DBDA956B97	Not a random relation between glucose and a set of voice features	display_name	Not a random relation between glucose and a set of voice features	normalized_substring
source	voice	voice	ENT_784C64CA1293881A87AF	persistent hoarseness of voice	aliases	persistent hoarseness of voice	normalized_substring
source	voice	voice	ENT_784C64CA1293881A87AF	persistent hoarseness of voice	display_name	persistent hoarseness of voice	normalized_substring
source	sound	sound	ENT_7897BF91FAABB3D9B6F5	Early detection and regular ultrasound check-ups	aliases	Early detection and regular ultrasound check-ups	normalized_substring
source	sound	sound	ENT_7897BF91FAABB3D9B6F5	Early detection and regular ultrasound check-ups	display_name	Early detection and regular ultrasound check-ups	normalized_substring
source	sound	sound	ENT_78C050289C48246C6E80	speed of sound in the radius	aliases	speed of sound in the radius	normalized_substring
source	sound	sound	ENT_78C050289C48246C6E80	speed of sound in the radius	display_name	speed of sound in the radius	normalized_substring
source	voice	voice	ENT_78D21EBF1911614B51BA	voice sensitivity	aliases	voice sensitivity	normalized_substring
source	voice	voice	ENT_78D21EBF1911614B51BA	voice sensitivity	display_name	voice sensitivity	normalized_substring
source	vocal	vocal	ENT_790BB7ABF752F22332B1	Polysaccharides in the vocal folds	aliases	Polysaccharides in the vocal folds	normalized_substring
source	vocal	vocal	ENT_790BB7ABF752F22332B1	Polysaccharides in the vocal folds	display_name	Polysaccharides in the vocal folds	normalized_substring
source	vocal	vocal	ENT_799D213F844F430F6798	vocal cords polyps and nodules	aliases	vocal cords polyps and nodules	normalized_substring
source	vocal	vocal	ENT_799D213F844F430F6798	vocal cords polyps and nodules	display_name	vocal cords polyps and nodules	normalized_substring
source	voice	voice	ENT_79CE5BA204BBBD974B9D	voice disorder surgery	aliases	voice disorder surgery	normalized_substring
source	voice	voice	ENT_79CE5BA204BBBD974B9D	voice disorder surgery	display_name	voice disorder surgery	normalized_substring
source	voice	voice	ENT_79D16CC57E088E08633D	voice signals and machine learning techniques	aliases	voice signals and machine learning techniques	normalized_substring
source	voice	voice	ENT_79D16CC57E088E08633D	voice signals and machine learning techniques	display_name	voice signals and machine learning techniques	normalized_substring
source	sound	sound	ENT_7A7A08FDBAB7DD2DB8D6	vaginal ultrasound-guided selective fetal reduction	aliases	vaginal ultrasound-guided selective fetal reduction	normalized_substring
source	sound	sound	ENT_7A7A08FDBAB7DD2DB8D6	vaginal ultrasound-guided selective fetal reduction	display_name	vaginal ultrasound-guided selective fetal reduction	normalized_substring
source	voice	voice	ENT_7AC1754EC36FFBA101BB	difficulty in approximating the voice tube with the tracheostoma	aliases	difficulty in approximating the voice tube with the tracheostoma	normalized_substring
source	voice	voice	ENT_7AC1754EC36FFBA101BB	difficulty in approximating the voice tube with the tracheostoma	display_name	difficulty in approximating the voice tube with the tracheostoma	normalized_substring
source	voice	voice	ENT_7B294FD6E68FA69756C0	afraid to voice	aliases	afraid to voice	normalized_substring
source	voice	voice	ENT_7B294FD6E68FA69756C0	afraid to voice	display_name	afraid to voice	normalized_substring
source	vocal	vocal	ENT_7B887D4E81FA6DA6DF77	vocal cord polypectomy	aliases	vocal cord polypectomy	normalized_substring
source	vocal	vocal	ENT_7B887D4E81FA6DA6DF77	vocal cord polypectomy	display_name	vocal cord polypectomy	normalized_substring
source	voice	voice	ENT_7BD6BFB81132554F7ACB	Local anesthesia and voice detection	aliases	Local anesthesia and voice detection	normalized_substring
source	voice	voice	ENT_7BD6BFB81132554F7ACB	Local anesthesia and voice detection	display_name	Local anesthesia and voice detection	normalized_substring
source	voice	voice	ENT_7BEFD39B676E1E55EFB8	changes in speech and voice quality	aliases	changes in speech and voice quality	normalized_substring
source	voice	voice	ENT_7BEFD39B676E1E55EFB8	changes in speech and voice quality	display_name	changes in speech and voice quality	normalized_substring
source	sound	sound	ENT_7BFEF5D54F1BBA2527BA	low-frequency sound	aliases	Low-frequency sound	normalized_substring
source	sound	sound	ENT_7BFEF5D54F1BBA2527BA	low-frequency sound	aliases	low-frequency sound	normalized_substring
source	sound	sound	ENT_7BFEF5D54F1BBA2527BA	low-frequency sound	display_name	low-frequency sound	normalized_substring
source	voice	voice	ENT_7C60F9F22D9210A0B58D	successful voice restorations	aliases	successful voice restorations	normalized_substring
source	voice	voice	ENT_7C60F9F22D9210A0B58D	successful voice restorations	display_name	successful voice restorations	normalized_substring
source	voice	voice	ENT_7C9D2062D9B6AA8B9CB0	voice and speech	aliases	voice and speech	normalized_substring
source	voice	voice	ENT_7C9D2062D9B6AA8B9CB0	voice and speech	display_name	voice and speech	normalized_substring
source	vocal	vocal	ENT_7CB71EF8D4361D47D218	physical-vocal performance during singing	aliases	physical-vocal performance during singing	normalized_substring
source	vocal	vocal	ENT_7CB71EF8D4361D47D218	physical-vocal performance during singing	display_name	physical-vocal performance during singing	normalized_substring
source	voice	voice	ENT_7CCCFF1252052959C2A8	1,454 voice recordings	aliases	1,454 voice recordings	normalized_substring
source	voice	voice	ENT_7CCCFF1252052959C2A8	1,454 voice recordings	display_name	1,454 voice recordings	normalized_substring
source	vocal	vocal	ENT_7CF52B6B19148548E5C5	vocal fold motion impairment	aliases	vocal fold motion impairment	normalized_substring
source	vocal	vocal	ENT_7CF52B6B19148548E5C5	vocal fold motion impairment	display_name	vocal fold motion impairment	normalized_substring
source	voice	voice	ENT_7DDFD886CD962D5A966D	Tracheoesophageal voice prostheses	aliases	Tracheoesophageal voice prostheses	normalized_substring
source	voice	voice	ENT_7DDFD886CD962D5A966D	Tracheoesophageal voice prostheses	aliases	tracheoesophageal voice prostheses	normalized_substring
source	voice	voice	ENT_7DDFD886CD962D5A966D	Tracheoesophageal voice prostheses	display_name	Tracheoesophageal voice prostheses	normalized_substring
source	voice	voice	ENT_7E34D335090E540D53A2	volume of voice	aliases	volume of voice	normalized_substring
source	voice	voice	ENT_7E34D335090E540D53A2	volume of voice	display_name	volume of voice	normalized_substring
source	vocal	vocal	ENT_7E79169C0AD638D46226	vocal therapy associated with electromyographic biofeedback	aliases	vocal therapy associated with electromyographic biofeedback	normalized_substring
source	vocal	vocal	ENT_7E79169C0AD638D46226	vocal therapy associated with electromyographic biofeedback	display_name	vocal therapy associated with electromyographic biofeedback	normalized_substring
source	vocal	vocal	ENT_7E8805D9C8C8AE93FBAF	paradoxical vocal fold movement	aliases	paradoxical vocal fold movement	normalized_substring
source	vocal	vocal	ENT_7E8805D9C8C8AE93FBAF	paradoxical vocal fold movement	display_name	paradoxical vocal fold movement	normalized_substring
source	sound	sound	ENT_7F05CC689D75A10EEB6F	2D CDUS ultrasound	aliases	2D CDUS ultrasound	normalized_substring
source	sound	sound	ENT_7F05CC689D75A10EEB6F	2D CDUS ultrasound	display_name	2D CDUS ultrasound	normalized_substring
source	voice	voice	ENT_7FBEAB5579259A2DEABE	Voice training therapy combined with drug therapy and basic behavior intervention	aliases	Voice training therapy combined with drug therapy and basic behavior intervention	normalized_substring
source	voice	voice	ENT_7FBEAB5579259A2DEABE	Voice training therapy combined with drug therapy and basic behavior intervention	display_name	Voice training therapy combined with drug therapy and basic behavior intervention	normalized_substring
source	voice	voice	ENT_7FE9051C4DE2BC6A5499	voice turbulence index (VTI)	aliases	voice turbulence index (VTI)	normalized_substring
source	voice	voice	ENT_7FE9051C4DE2BC6A5499	voice turbulence index (VTI)	display_name	voice turbulence index (VTI)	normalized_substring
source	voice	voice	ENT_7FFD75517591BFE30125	human voice regularly reminding system	aliases	human voice regularly reminding system	normalized_substring
source	voice	voice	ENT_7FFD75517591BFE30125	human voice regularly reminding system	display_name	human voice regularly reminding system	normalized_substring
source	voice	voice	ENT_804E46AE80561AB151BB	voice rest	aliases	voice rest	normalized_substring
source	voice	voice	ENT_804E46AE80561AB151BB	voice rest	display_name	voice rest	normalized_substring
source	sound	sound	ENT_80B88A6503383078414E	Positive findings of carotid ultrasound	aliases	Positive findings of carotid ultrasound	normalized_substring
source	sound	sound	ENT_80B88A6503383078414E	Positive findings of carotid ultrasound	display_name	Positive findings of carotid ultrasound	normalized_substring
source	voice	voice	ENT_80EA2940238944D37E67	Voice and BMI Averaged per individual 3-feature LR	aliases	Voice and BMI Averaged per individual 3-feature LR	normalized_substring
source	voice	voice	ENT_80EA2940238944D37E67	Voice and BMI Averaged per individual 3-feature LR	display_name	Voice and BMI Averaged per individual 3-feature LR	normalized_substring
source	vocal	vocal	ENT_81D93A9A8CE7A5C1FCCE	vocal fold bowing	aliases	vocal fold bowing	normalized_substring
source	vocal	vocal	ENT_81D93A9A8CE7A5C1FCCE	vocal fold bowing	display_name	vocal fold bowing	normalized_substring
source	voice	voice	ENT_8203B1483FEEC3AB5280	Functional disorders of speech and voice	aliases	Functional disorders of speech and voice	normalized_substring
source	voice	voice	ENT_8203B1483FEEC3AB5280	Functional disorders of speech and voice	display_name	Functional disorders of speech and voice	normalized_substring
source	voice	voice	ENT_825EB7D7053A0B9B74ED	our novel method of analyzing voice biomarkers	aliases	our novel method of analyzing voice biomarkers	normalized_substring
source	voice	voice	ENT_825EB7D7053A0B9B74ED	our novel method of analyzing voice biomarkers	display_name	our novel method of analyzing voice biomarkers	normalized_substring
source	voice	voice	ENT_82B82D326429372353ED	high-pitched voice	aliases	high pitched voice	normalized_substring
source	voice	voice	ENT_82B82D326429372353ED	high-pitched voice	aliases	high-pitched voice	normalized_substring
source	voice	voice	ENT_82B82D326429372353ED	high-pitched voice	display_name	high-pitched voice	normalized_substring
source	vocal	vocal	ENT_832EA0A763942555F7F7	alteration in respiratory, laryngeal, and vocal tract mechanism	aliases	alteration in respiratory, laryngeal, and vocal tract mechanism	normalized_substring
source	vocal	vocal	ENT_832EA0A763942555F7F7	alteration in respiratory, laryngeal, and vocal tract mechanism	display_name	alteration in respiratory, laryngeal, and vocal tract mechanism	normalized_substring
source	vocal	vocal	ENT_8362BD6AA18DBDFF71FC	vocal folds	aliases	vocal folds	normalized_substring
source	vocal	vocal	ENT_8362BD6AA18DBDFF71FC	vocal folds	display_name	vocal folds	normalized_substring
source	voice	voice	ENT_83D899A21B072FF3C4EC	professional use of voice	aliases	professional use of voice	normalized_substring
source	voice	voice	ENT_83D899A21B072FF3C4EC	professional use of voice	display_name	professional use of voice	normalized_substring
source	vocal	vocal	ENT_83F00E0B9BE61A7D2D8E	Opening and closing of vocal cords	aliases	Opening and closing of vocal cords	normalized_substring
source	vocal	vocal	ENT_83F00E0B9BE61A7D2D8E	Opening and closing of vocal cords	display_name	Opening and closing of vocal cords	normalized_substring
source	vocal	vocal	ENT_83FE18777F18F41C4082	reduced vocal capacity	aliases	reduced vocal capacity	normalized_substring
source	vocal	vocal	ENT_83FE18777F18F41C4082	reduced vocal capacity	display_name	reduced vocal capacity	normalized_substring
source	vocal	vocal	ENT_8412CE9AEACCEF9EDD76	vocal cord nodules	aliases	vocal cord nodules	normalized_substring
source	vocal	vocal	ENT_8412CE9AEACCEF9EDD76	vocal cord nodules	display_name	vocal cord nodules	normalized_substring
source	voice	voice	ENT_8465CAA9E6244452CE37	196 voice-features	aliases	196 voice-features	normalized_substring
source	voice	voice	ENT_8465CAA9E6244452CE37	196 voice-features	display_name	196 voice-features	normalized_substring
source	voice	voice	ENT_8497E152F429C09DD377	overuse their voices	aliases	overuse their voices	normalized_substring
source	voice	voice	ENT_8497E152F429C09DD377	overuse their voices	display_name	overuse their voices	normalized_substring
source	vocal	vocal	ENT_84D61CCCC77E789FF2EB	Neonatal vocal cord paralysis	aliases	Neonatal vocal cord paralysis	normalized_substring
source	vocal	vocal	ENT_84D61CCCC77E789FF2EB	Neonatal vocal cord paralysis	display_name	Neonatal vocal cord paralysis	normalized_substring
source	voice	voice	ENT_84FB0885A11995C70550	improper voice usage and excessive throat usage	aliases	improper voice usage and excessive throat usage	normalized_substring
source	voice	voice	ENT_84FB0885A11995C70550	improper voice usage and excessive throat usage	display_name	improper voice usage and excessive throat usage	normalized_substring
source	voice	voice	ENT_85284CCEEC397D95A37B	voice disorder severity	aliases	voice disorder severity	normalized_substring
source	voice	voice	ENT_85284CCEEC397D95A37B	voice disorder severity	display_name	voice disorder severity	normalized_substring
source	vocal	vocal	ENT_852E13AEC45B6DA69A78	VD	aliases	vocal diseases	normalized_substring
source	vocal	vocal	ENT_852E13AEC45B6DA69A78	VD	aliases	vocal disorder	normalized_substring
source	vocal	vocal	ENT_852E13AEC45B6DA69A78	VD	aliases	vocal dysfunction	normalized_substring
source	vocal	vocal	ENT_854130981D66278A0376	extent of recovery of the patient's vocal function	aliases	extent of recovery of the patient's vocal function	normalized_substring
source	vocal	vocal	ENT_854130981D66278A0376	extent of recovery of the patient's vocal function	display_name	extent of recovery of the patient's vocal function	normalized_substring
source	vocal	vocal	ENT_8614E877A658586AA944	vocal fold polyps or vocal fold nodules	aliases	vocal fold polyps or vocal fold nodules	normalized_substring
source	vocal	vocal	ENT_8614E877A658586AA944	vocal fold polyps or vocal fold nodules	display_name	vocal fold polyps or vocal fold nodules	normalized_substring
source	vocal	vocal	ENT_864BD1849BEA7FDF138B	vocal mucosa	aliases	vocal mucosa	normalized_substring
source	vocal	vocal	ENT_864BD1849BEA7FDF138B	vocal mucosa	display_name	vocal mucosa	normalized_substring
source	voice	voice	ENT_86D200E72C6CE940B483	conditioning of the muscles involved in the production of the singing voice	aliases	conditioning of the muscles involved in the production of the singing voice	normalized_substring
source	voice	voice	ENT_86D200E72C6CE940B483	conditioning of the muscles involved in the production of the singing voice	display_name	conditioning of the muscles involved in the production of the singing voice	normalized_substring
source	voice	voice	ENT_873F76F660C598E39E81	The resulting voice pattern of hypoglycemia	aliases	The resulting voice pattern of hypoglycemia	normalized_substring
source	voice	voice	ENT_873F76F660C598E39E81	The resulting voice pattern of hypoglycemia	display_name	The resulting voice pattern of hypoglycemia	normalized_substring
source	voice	voice	ENT_8742B09AF56D81157B33	problems with voice production	aliases	problems with voice production	normalized_substring
source	voice	voice	ENT_8742B09AF56D81157B33	problems with voice production	display_name	problems with voice production	normalized_substring
source	vocal	vocal	ENT_87CB523F9ED704A606F2	Systematic sustain of vocal fold oscillation	aliases	Systematic sustain of vocal fold oscillation	normalized_substring
source	vocal	vocal	ENT_87CB523F9ED704A606F2	Systematic sustain of vocal fold oscillation	display_name	Systematic sustain of vocal fold oscillation	normalized_substring
